Dim,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10
3655,0.242,0.26,0.271,0.265,0.264,0.256,0.233,0.273,0.243,0.263
3660,0.234,0.271,0.259,0.236,0.255,0.268,0.26,0.243,0.255,0.251
3665,0.281,0.256,0.276,0.242,0.237,0.275,0.243,0.231,0.275,0.255
3670,0.26,0.241,0.229,0.257,0.284,0.26,0.247,0.258,0.253,0.248
3675,0.259,0.236,0.257,0.25,0.254,0.253,0.257,0.24,0.263,0.27
3680,0.251,0.251,0.251,0.238,0.264,0.237,0.25,0.242,0.258,0.264
3685,0.242,0.213,0.242,0.261,0.263,0.262,0.26,0.252,0.253,0.262
3690,0.261,0.245,0.231,0.25,0.245,0.24,0.249,0.25,0.248,0.275
3695,0.247,0.249,0.241,0.23,0.269,0.264,0.241,0.242,0.244,0.246
3700,0.261,0.254,0.243,0.248,0.245,0.236,0.259,0.278,0.221,0.233
3705,0.232,0.273,0.225,0.243,0.234,0.244,0.259,0.254,0.242,0.247
3710,0.247,0.256,0.267,0.256,0.256,0.268,0.222,0.228,0.246,0.242
3715,0.262,0.253,0.235,0.267,0.259,0.25,0.243,0.244,0.224,0.255
3720,0.269,0.259,0.249,0.236,0.256,0.218,0.268,0.261,0.231,0.251
3725,0.238,0.246,0.256,0.255,0.255,0.228,0.265,0.247,0.249,0.246
3730,0.249,0.259,0.265,0.272,0.263,0.252,0.244,0.252,0.231,0.265
3735,0.237,0.25,0.238,0.27,0.259,0.245,0.222,0.235,0.247,0.248
3740,0.25,0.25,0.234,0.233,0.243,0.241,0.244,0.254,0.239,0.262
3745,0.229,0.258,0.264,0.223,0.234,0.245,0.252,0.258,0.242,0.255
3750,0.254,0.231,0.236,0.232,0.249,0.25,0.255,0.268,0.239,0.237
3755,0.239,0.251,0.26,0.251,0.214,0.228,0.276,0.246,0.219,0.248
3760,0.244,0.248,0.249,0.241,0.277,0.229,0.26,0.259,0.239,0.249
3765,0.242,0.243,0.237,0.256,0.25,0.232,0.249,0.273,0.244,0.231
3770,0.25,0.258,0.232,0.255,0.264,0.258,0.233,0.248,0.245,0.268
3775,0.243,0.249,0.228,0.225,0.233,0.241,0.246,0.245,0.242,0.246
3780,0.241,0.24,0.265,0.259,0.227,0.247,0.251,0.231,0.26,0.249
3785,0.241,0.261,0.268,0.253,0.26,0.24,0.226,0.24,0.26,0.276
3790,0.278,0.251,0.254,0.257,0.238,0.252,0.25,0.243,0.236,0.242
3795,0.225,0.252,0.255,0.237,0.244,0.242,0.211,0.251,0.248,0.239
3800,0.251,0.251,0.248,0.236,0.249,0.252,0.248,0.25,0.244,0.238
3805,0.23,0.257,0.23,0.236,0.254,0.245,0.263,0.251,0.265,0.248
3810,0.232,0.239,0.238,0.247,0.274,0.246,0.247,0.242,0.246,0.24
3815,0.211,0.241,0.222,0.264,0.253,0.238,0.25,0.267,0.234,0.275
3820,0.242,0.266,0.236,0.236,0.237,0.255,0.273,0.242,0.245,0.25
3825,0.24,0.225,0.223,0.236,0.26,0.251,0.257,0.222,0.234,0.259
3830,0.262,0.254,0.263,0.225,0.246,0.24,0.229,0.245,0.215,0.235
3835,0.246,0.264,0.251,0.251,0.25,0.241,0.265,0.263,0.252,0.233
3840,0.243,0.245,0.235,0.222,0.25,0.269,0.223,0.237,0.237,0.254
3845,0.242,0.246,0.259,0.244,0.251,0.244,0.242,0.235,0.237,0.244
3850,0.238,0.231,0.263,0.256,0.251,0.252,0.258,0.214,0.245,0.253
3855,0.245,0.229,0.245,0.229,0.244,0.23,0.255,0.256,0.258,0.239
3860,0.247,0.219,0.217,0.251,0.258,0.233,0.23,0.259,0.244,0.259
3865,0.248,0.241,0.228,0.249,0.237,0.253,0.265,0.25,0.23,0.249
3870,0.238,0.236,0.222,0.234,0.226,0.25,0.246,0.246,0.255,0.232
3875,0.251,0.263,0.258,0.226,0.235,0.279,0.228,0.234,0.267,0.235
3880,0.246,0.268,0.254,0.244,0.238,0.255,0.223,0.272,0.247,0.224
3885,0.249,0.243,0.252,0.25,0.228,0.234,0.245,0.255,0.228,0.258
3890,0.246,0.227,0.248,0.244,0.237,0.241,0.251,0.245,0.238,0.242
3895,0.246,0.237,0.239,0.226,0.254,0.255,0.247,0.26,0.257,0.248
3900,0.259,0.257,0.246,0.254,0.273,0.226,0.258,0.267,0.239,0.255
3905,0.264,0.248,0.241,0.238,0.237,0.262,0.23,0.259,0.272,0.259
3910,0.239,0.227,0.234,0.223,0.261,0.254,0.234,0.249,0.244,0.267
3915,0.25,0.242,0.249,0.247,0.226,0.237,0.269,0.252,0.238,0.24
3920,0.223,0.264,0.239,0.275,0.264,0.235,0.235,0.226,0.24,0.241
3925,0.23,0.238,0.244,0.262,0.257,0.261,0.253,0.248,0.225,0.25
3930,0.281,0.228,0.266,0.253,0.27,0.26,0.256,0.276,0.239,0.241
3935,0.233,0.251,0.265,0.263,0.244,0.248,0.255,0.252,0.267,0.232
3940,0.277,0.229,0.234,0.227,0.252,0.222,0.256,0.235,0.25,0.234
3945,0.26,0.247,0.232,0.236,0.239,0.234,0.256,0.241,0.233,0.253
3950,0.251,0.249,0.243,0.251,0.283,0.225,0.243,0.233,0.251,0.26
3955,0.262,0.257,0.26,0.254,0.242,0.235,0.262,0.257,0.272,0.253
3960,0.257,0.28,0.264,0.23,0.268,0.278,0.227,0.249,0.262,0.258
3965,0.265,0.26,0.257,0.24,0.256,0.26,0.229,0.24,0.255,0.242
3970,0.274,0.255,0.242,0.244,0.279,0.258,0.259,0.251,0.26,0.249
3975,0.243,0.249,0.248,0.241,0.259,0.248,0.271,0.261,0.23,0.275
3980,0.24,0.265,0.263,0.262,0.267,0.255,0.237,0.231,0.241,0.278
3985,0.223,0.263,0.242,0.261,0.26,0.24,0.258,0.247,0.261,0.271
3990,0.272,0.277,0.25,0.269,0.255,0.257,0.246,0.252,0.265,0.263
3995,0.265,0.256,0.253,0.273,0.247,0.25,0.261,0.263,0.265,0.256
4000,0.245,0.283,0.242,0.28,0.289,0.242,0.239,0.261,0.245,0.246
4005,0.292,0.279,0.27,0.275,0.262,0.259,0.266,0.235,0.251,0.26
4010,0.244,0.249,0.243,0.259,0.286,0.253,0.262,0.269,0.264,0.275
4015,0.252,0.256,0.251,0.243,0.253,0.25,0.259,0.265,0.272,0.273
4020,0.262,0.252,0.259,0.275,0.237,0.263,0.259,0.276,0.258,0.273
4025,0.27,0.276,0.281,0.293,0.242,0.276,0.274,0.272,0.263,0.257
4030,0.269,0.277,0.25,0.252,0.241,0.278,0.263,0.254,0.24,0.248
4035,0.259,0.307,0.256,0.272,0.275,0.246,0.264,0.247,0.265,0.259
4040,0.269,0.249,0.251,0.26,0.232,0.242,0.251,0.253,0.267,0.28
4045,0.24,0.257,0.279,0.271,0.284,0.246,0.266,0.257,0.267,0.252
4050,0.248,0.274,0.257,0.26,0.243,0.251,0.254,0.25,0.266,0.263
4055,0.263,0.26,0.263,0.276,0.286,0.259,0.265,0.268,0.283,0.249
4060,0.237,0.259,0.286,0.277,0.272,0.284,0.247,0.258,0.258,0.275
4065,0.252,0.267,0.255,0.287,0.303,0.27,0.26,0.254,0.265,0.27
4070,0.259,0.246,0.3,0.273,0.273,0.265,0.269,0.256,0.262,0.261
4075,0.255,0.247,0.255,0.293,0.28,0.275,0.269,0.274,0.257,0.256
4080,0.26,0.28,0.273,0.263,0.278,0.274,0.252,0.262,0.262,0.273
4085,0.25,0.261,0.272,0.267,0.26,0.263,0.246,0.265,0.248,0.27
4090,0.271,0.28,0.277,0.249,0.273,0.293,0.256,0.258,0.272,0.238
4095,0.288,0.234,0.26,0.279,0.244,0.27,0.259,0.282,0.265,0.245
4100,0.268,0.268,0.261,0.251,0.255,0.27,0.259,0.257,0.246,0.26
4105,0.257,0.276,0.245,0.282,0.258,0.264,0.254,0.257,0.244,0.273
4110,0.256,0.279,0.275,0.266,0.275,0.244,0.252,0.278,0.249,0.295
4115,0.247,0.272,0.252,0.264,0.238,0.256,0.235,0.264,0.265,0.252
4120,0.241,0.239,0.258,0.239,0.26,0.259,0.263,0.25,0.265,0.268
4125,0.258,0.251,0.261,0.234,0.279,0.262,0.263,0.276,0.252,0.267
4130,0.232,0.242,0.241,0.244,0.25,0.247,0.253,0.235,0.235,0.256
4135,0.257,0.256,0.27,0.267,0.243,0.257,0.268,0.266,0.281,0.262
4140,0.257,0.258,0.251,0.249,0.277,0.267,0.23,0.262,0.243,0.263
4145,0.263,0.246,0.267,0.254,0.246,0.276,0.27,0.243,0.269,0.277
4150,0.237,0.248,0.246,0.258,0.261,0.262,0.281,0.249,0.254,0.273
4155,0.255,0.271,0.236,0.248,0.269,0.264,0.244,0.222,0.26,0.264
4160,0.269,0.247,0.235,0.241,0.285,0.269,0.256,0.257,0.253,0.238
4165,0.263,0.261,0.247,0.275,0.25,0.286,0.259,0.263,0.256,0.259
4170,0.282,0.259,0.25,0.242,0.274,0.247,0.273,0.278,0.243,0.294
4175,0.247,0.25,0.246,0.284,0.251,0.241,0.242,0.258,0.236,0.253
4180,0.255,0.273,0.251,0.253,0.256,0.275,0.254,0.269,0.267,0.266
4185,0.248,0.271,0.247,0.271,0.26,0.263,0.248,0.265,0.246,0.243
4190,0.259,0.286,0.267,0.269,0.268,0.272,0.257,0.25,0.25,0.264
4195,0.261,0.254,0.239,0.254,0.251,0.244,0.262,0.221,0.255,0.261
4200,0.247,0.233,0.264,0.259,0.252,0.239,0.249,0.256,0.262,0.261
